id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ENSG00000196387.10	4	0.68967	0.70349	1.0	12443	1	0.19579	0.82923	0.82904	1.0	15652	0	0.19579
ENSG00000018236.15	3	0.68999	0.69001	1.0	12444	0	0.49843	0.56248	0.56718	1.0	11137	1	0.49843
ENSG00000186583.12	3	0.68999	0.69001	1.0	12445	0	0.016502	0.38085	0.4248	1.0	8593	1	0.016502
ENSG00000074803.21	3	0.68999	0.69001	1.0	12446	0	0.28475	0.48116	0.49925	1.0	9888	1	0.28475
ENSG00000263761.3	3	0.68999	0.69001	1.0	12447	0	0.16482	0.21069	0.3147	0.991937	6469	1	0.16482
ENSG00000124523.17	3	0.68999	0.69001	1.0	12448	0	-0.051611	0.75726	0.75753	1.0	14371	0	-0.051611
ENSG00000243649.10	3	0.68999	0.69001	1.0	12449	0	0.17586	0.46529	0.48681	1.0	9673	1	0.17586
ENSG00000268043.9	6	0.69015	0.77927	1.0	12450	1	0.688	0.10828	0.23626	0.98051	3873	3	0.688
ENSG00000106410.15	3	0.69016	0.69019	1.0	12451	0	-0.35588	0.83679	0.83685	1.0	15769	0	-0.35588
ENSG00000182255.7	3	0.69043	0.69046	1.0	12452	0	-0.16364	0.6461	0.64639	1.0	12468	0	-0.16364
ENSG00000182287.15	3	0.69043	0.69046	1.0	12453	0	0.106	0.63756	0.63791	1.0	12327	0	0.106
ENSG00000107447.8	3	0.69043	0.69046	1.0	12454	0	0.27437	0.060691	0.11523	0.94789	2466	1	0.27437
ENSG00000123560.14	3	0.69043	0.69046	1.0	12455	0	-0.53248	0.94353	0.94376	1.0	17571	0	-0.53248
ENSG00000142698.15	3	0.69043	0.69046	1.0	12456	0	1.2206	0.0096056	0.025783	0.849919	628	2	1.2206
ENSG00000166603.5	3	0.69043	0.69046	1.0	12457	0	-0.35695	0.4021	0.43978	1.0	8871	1	-0.35695
