id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ENSG00000168970.22	3	0.31069	0.35774	0.999999	5214	1	-0.2843	0.4616	0.53437	1.0	10483	1	-0.2843
ENSG00000181965.6	3	0.31073	0.35777	0.999999	5215	1	-0.27293	0.5888	0.61666	1.0	11855	1	-0.27293
ENSG00000110799.14	3	0.31095	0.35793	0.999999	5216	1	0.072574	0.0061164	0.016763	0.785095	442	1	0.072574
ENSG00000112357.14	3	0.31121	0.35813	0.999999	5217	1	-0.3261	0.02792	0.07048	0.847232	1693	1	-0.3261
ENSG00000092051.18	3	0.31172	0.35848	0.999999	5218	1	-0.34143	0.88994	0.89002	1.0	16319	0	-0.34143
ENSG00000073734.10	3	0.3118	0.35854	0.999999	5219	1	-0.30391	0.96859	0.96873	1.0	17635	0	-0.30391
ENSG00000175305.18	3	0.31198	0.35867	0.999999	5220	1	-0.12341	0.78802	0.78826	1.0	14706	0	-0.12341
ENSG00000230453.11	3	0.31202	0.3587	0.999999	5221	1	-0.013738	0.78298	0.78314	1.0	14620	0	-0.013738
ENSG00000198908.12	3	0.31205	0.35872	0.999999	5222	1	-0.43644	0.24359	0.36845	0.989325	7580	1	-0.43644
ENSG00000173369.18	3	0.31209	0.35875	0.999999	5223	1	0.59521	0.18503	0.29637	0.963067	6270	2	0.59521
ENSG00000162545.6	3	0.31239	0.35894	0.999999	5224	1	0.88897	0.041949	0.1024	0.858724	2418	2	0.88897
ENSG00000177103.15	3	0.31253	0.35905	0.999999	5225	1	0.3422	0.59006	0.61757	1.0	11868	1	0.3422
ENSG00000121068.14	3	0.31272	0.35919	0.999999	5226	1	0.32599	0.43524	0.51907	1.0	10221	1	0.32599
ENSG00000137806.10	3	0.31276	0.35922	0.999999	5227	1	0.18727	0.8404	0.84047	1.0	15531	0	0.18727
ENSG00000160179.20	3	0.31283	0.35926	0.999999	5228	1	0.99333	0.027001	0.068364	0.847232	1640	2	0.99333
ENSG00000267157.1	3	0.31287	0.35929	0.999999	5229	1	-0.4583	0.058933	0.1338	0.870012	3134	1	-0.4583
ENSG00000160345.13	3	0.31312	0.35948	0.999999	5230	1	0.040351	0.83294	0.83299	1.0	15429	0	0.040351
ENSG00000015171.21	3	0.31316	0.3595	0.999999	5231	1	0.67826	0.095667	0.18222	0.90878	4117	2	0.67826
ENSG00000180488.17	3	0.31323	0.35956	0.999999	5232	1	0.44685	0.21995	0.33954	0.974876	7098	2	0.44685
ENSG00000197016.12	3	0.31334	0.35963	0.999999	5233	1	-0.31633	0.94077	0.94093	1.0	17146	0	-0.31633
ENSG00000180447.7	3	0.31338	0.35966	0.999999	5234	1	0.54315	0.08692	0.17074	0.89828	3896	2	0.54315
ENSG00000270299.1	3	0.31364	0.35984	0.999999	5235	1	-2.2796	0.31312	0.45245	1.0	9107	1	-2.2796
ENSG00000188917.15	3	0.31371	0.35988	0.999999	5236	1	-0.46045	0.78798	0.78822	1.0	14704	0	-0.46045
ENSG00000197362.15	3	0.31379	0.35993	0.999999	5237	1	0.24105	0.4626	0.53495	1.0	10494	1	0.24105
ENSG00000101955.15	3	0.31397	0.36007	0.999999	5238	1	-0.38375	0.2889	0.42326	1.0	8567	1	-0.38375
ENSG00000213930.12	3	0.31427	0.3603	0.999999	5239	1	-1.8235	0.057159	0.13145	0.869076	3083	2	-1.8235
